epoch,train_loss
429,1.6434040583321838e-05
430,1.6446258816013534e-05
431,1.64395490551833e-05
432,1.6400279071162936e-05
433,1.641152813811892e-05
434,1.6376764042236024e-05
435,1.6346671963587728e-05
436,1.635155556490669e-05
437,1.6347143173971215e-05
438,1.6343940538893922e-05
439,1.6310370842990652e-05
440,1.6329923680609822e-05
441,1.6321155751631368e-05
442,1.628795408553842e-05
443,1.631039547674646e-05
444,1.6294231744110992e-05
445,1.6287097968863845e-05
446,1.6275872208993333e-05
447,1.6232415046243698e-05
448,1.622048389002668e-05
449,1.621816581790415e-05
450,1.6227921283256032e-05
451,1.6249755742620112e-05
452,1.61934399003806e-05
453,1.6197665878707717e-05
454,1.6184054562829335e-05
455,1.6163861155000788e-05
456,1.6157866187397966e-05
457,1.6143150879054562e-05
458,1.614624778599904e-05
459,1.6128853846507555e-05
460,1.6137362290228245e-05
461,1.6137605714400632e-05
462,1.61364405055759e-05
463,1.6103491025850102e-05
464,1.6078565129301954e-05
465,1.6081138270324522e-05
466,1.6088126058944396e-05
467,1.6064813790201486e-05
468,1.604547184909003e-05
469,1.6028433540991423e-05
470,1.6032654115671264e-05
471,1.6005560854106027e-05
472,1.6038668983329102e-05
473,1.6028188292096385e-05
474,1.600853196537606e-05
475,1.5967449260441933e-05
476,1.5979368533923997e-05
477,1.5987639635881145e-05
478,1.59578402753621e-05
479,1.5956305710056717e-05
480,1.5949770042753164e-05
481,1.5935658232778002e-05
482,1.5929307898234858e-05
483,1.5910791948244042e-05
484,1.5910550027043695e-05
485,1.5933756704287614e-05
486,1.588504245827845e-05
487,1.5877807230214846e-05
488,1.5879698229085872e-05
489,1.587473322926946e-05
490,1.5849142424061484e-05
491,1.58515444202034e-05
492,1.5861874488073984e-05
493,1.5830824465293534e-05
494,1.580889655721043e-05
495,1.58309913833408e-05
496,1.5822005827537023e-05
497,1.5785397205912684e-05
498,1.5790276064715768e-05
499,1.578314068953064e-05
500,1.5794561857804035e-05
