epoch,train_err
<<<<<<< HEAD
1,0.4072181048925235
2,0.20828955712676642
3,0.16894302940814568
4,0.1482806599085669
5,0.13479285572308827
6,0.12404993800342637
7,0.11715932646165204
8,0.11118683211706468
9,0.10708843266982802
10,0.10174063662435756
11,0.09898628503279666
12,0.09671465485418974
13,0.09272983691588342
14,0.09060964874918363
15,0.0881392509299486
=======
1,0.4067827091082905
2,0.16527056061939782
3,0.0860474581404814
4,0.04241322845974009
5,0.02035002035002035
6,0.010515754701801213
7,0.005726401075238284
8,0.0040983994472366565
9,0.002385211687537269
10,0.0014103037358851312
11,0.0007477449337914454
12,0.00019876764062810574
13,0.00012304663467454166
14,0.0
15,0.0
>>>>>>> 0b9ae29067b4cb638361150ce318cabb35c8f587
